#index	label	wavelength	comment
233788	Cu 9                123.490A		# type: r, inner shell line
233789	Cu10                132.745A		# type: r, inner shell line
233790	Cu 7                115.873A		# type: r, inner shell line
233791	Cu 8                127.819A		# type: r, inner shell line
233792	Cu 9                127.819A		# type: r, inner shell line
233793	Cu 7                115.873A		# type: r, inner shell line
233794	Cu 8                127.819A		# type: r, inner shell line
233795	Cu 9                99.9873A		# type: r, inner shell line
233796	Cu10                82.6561A		# type: r, inner shell line
233797	Cu 3                12.0772A		# type: r, inner shell line
233798	Cu 3                12.0385A		# type: r, inner shell line
233799	Cu 4                14.5334A		# type: r, inner shell line
233800	Cu 5                14.3467A		# type: r, inner shell line
233801	Cu 4                12.4582A		# type: r, inner shell line
233802	Cu 5                12.2514A		# type: r, inner shell line
233803	Cu 4                14.8858A		# type: r, inner shell line
233804	Cu 5                14.6918A		# type: r, inner shell line
233805	Cu 4                12.7137A		# type: r, inner shell line
233806	Cu 5                12.4984A		# type: r, inner shell line
233807	Cu 4                12.7137A		# type: r, inner shell line
233808	Cu 5                12.4984A		# type: r, inner shell line
233809	Cu 7                115.873A		# type: r, inner shell line
233810	Cu 7                115.873A		# type: r, inner shell line
233811	Cu 3                14.7250A		# type: r, inner shell line
233812	Cu 3                12.7189A		# type: r, inner shell line
233813	Cu 3                15.0814A		# type: r, inner shell line
233814	Cu 3                12.9854A		# type: r, inner shell line
233815	Cu 3                12.9854A		# type: r, inner shell line
233816	Cu 4                130.236A		# type: r, inner shell line
233817	Cu 4                130.236A		# type: r, inner shell line
233818	Cu 3                139.308A		# type: r, inner shell line
233819	Cu 3                144.672A		# type: r, inner shell line
233820	Cu 4                1.53945A		# type: r, inner shell line
233821	Cu 4                1.53556A		# type: r, inner shell line
233822	Cu 4                1.38505A		# type: r, inner shell line
233823	Cu 4                1.38474A		# type: r, inner shell line
233824	Cu 5                11.8566A		# type: r, inner shell line
233825	Cu 6                11.7454A		# type: r, inner shell line
233826	Cu 5                11.8181A		# type: r, inner shell line
233827	Cu 6                11.7077A		# type: r, inner shell line
233828	Cu 4                14.5334A		# type: r, inner shell line
233829	Cu 5                14.3467A		# type: r, inner shell line
233830	Cu 6                14.1664A		# type: r, inner shell line
233831	Cu 7                13.9921A		# type: r, inner shell line
233832	Cu 4                12.4582A		# type: r, inner shell line
233833	Cu 5                12.2514A		# type: r, inner shell line
233834	Cu 6                12.0831A		# type: r, inner shell line
233835	Cu 7                11.9193A		# type: r, inner shell line
233836	Cu 8                11.8975A		# type: r, inner shell line
233837	Cu 4                14.8858A		# type: r, inner shell line
233838	Cu 5                14.6918A		# type: r, inner shell line
233839	Cu 6                14.4994A		# type: r, inner shell line
233840	Cu 7                14.3169A		# type: r, inner shell line
233841	Cu 8                14.1212A		# type: r, inner shell line
233842	Cu 4                12.7137A		# type: r, inner shell line
233843	Cu 5                12.4984A		# type: r, inner shell line
233844	Cu 6                12.3245A		# type: r, inner shell line
233845	Cu 7                12.1553A		# type: r, inner shell line
233846	Cu 8                12.1303A		# type: r, inner shell line
233847	Cu 4                12.7137A		# type: r, inner shell line
233848	Cu 5                12.4984A		# type: r, inner shell line
233849	Cu 6                12.3245A		# type: r, inner shell line
233850	Cu 7                12.1553A		# type: r, inner shell line
233851	Cu 8                12.1303A		# type: r, inner shell line
233852	Cu 9                291.043A		# type: r, inner shell line
233853	Cu 9                269.531A		# type: r, inner shell line
233854	Cu 8                123.490A		# type: r, inner shell line
233855	Cu 9                123.490A		# type: r, inner shell line
233856	Cu10                132.745A		# type: r, inner shell line
233857	Cu 7                115.873A		# type: r, inner shell line
233858	Cu 8                127.819A		# type: r, inner shell line
233859	Cu 9                127.819A		# type: r, inner shell line
233860	Cu10                137.760A		# type: r, inner shell line
233861	Cu11                147.600A		# type: r, inner shell line
233862	Cu 7                115.873A		# type: r, inner shell line
233863	Cu 8                127.819A		# type: r, inner shell line
233864	Cu 9                99.9873A		# type: r, inner shell line
233865	Cu10                82.6561A		# type: r, inner shell line
233866	Cu 4                77.9775A		# type: r, inner shell line
233867	Cu 4                11.9722A		# type: r, inner shell line
233868	Cu 4                11.9330A		# type: r, inner shell line
233869	Cu 5                14.3467A		# type: r, inner shell line
233870	Cu 5                12.2514A		# type: r, inner shell line
233871	Cu 5                14.6918A		# type: r, inner shell line
233872	Cu 6                14.4994A		# type: r, inner shell line
233873	Cu 5                12.4984A		# type: r, inner shell line
233874	Cu 6                12.3245A		# type: r, inner shell line
233875	Cu 5                12.4984A		# type: r, inner shell line
233876	Cu 6                12.3245A		# type: r, inner shell line
233877	Cu 7                263.796A		# type: r, inner shell line
233878	Cu 8                123.490A		# type: r, inner shell line
233879	Cu 7                115.873A		# type: r, inner shell line
233880	Cu 8                127.819A		# type: r, inner shell line
233881	Cu 6                119.101A		# type: r, inner shell line
233882	Cu 7                115.873A		# type: r, inner shell line
233883	Cu 8                127.819A		# type: r, inner shell line
233884	Cu 4                14.5334A		# type: r, inner shell line
233885	Cu 4                12.4582A		# type: r, inner shell line
233886	Cu 4                14.8858A		# type: r, inner shell line
233887	Cu 4                12.7137A		# type: r, inner shell line
233888	Cu 4                12.7137A		# type: r, inner shell line
233889	Cu 5                122.878A		# type: r, inner shell line
233890	Cu 5                122.878A		# type: r, inner shell line
233891	Cu 4                125.872A		# type: r, inner shell line
233892	Cu 4                130.236A		# type: r, inner shell line
233893	Cu 5                1.53663A		# type: r, inner shell line
233894	Cu 5                1.53309A		# type: r, inner shell line
233895	Cu 5                1.38122A		# type: r, inner shell line
233896	Cu 5                1.38092A		# type: r, inner shell line
233897	Cu 6                11.7454A		# type: r, inner shell line
233898	Cu 7                11.6352A		# type: r, inner shell line
233899	Cu 6                11.7077A		# type: r, inner shell line
233900	Cu 7                11.5971A		# type: r, inner shell line
233901	Cu 5                14.3467A		# type: r, inner shell line
233902	Cu 6                14.1664A		# type: r, inner shell line
233903	Cu 7                13.9921A		# type: r, inner shell line
233904	Cu 8                13.8021A		# type: r, inner shell line
233905	Cu 5                12.2514A		# type: r, inner shell line
233906	Cu 6                12.0831A		# type: r, inner shell line
233907	Cu 7                11.9193A		# type: r, inner shell line
233908	Cu 8                11.8975A		# type: r, inner shell line
233909	Cu 9                11.7721A		# type: r, inner shell line
233910	Cu 5                14.6918A		# type: r, inner shell line
233911	Cu 6                14.4994A		# type: r, inner shell line
233912	Cu 7                14.3169A		# type: r, inner shell line
233913	Cu 8                14.1212A		# type: r, inner shell line
233914	Cu 5                12.4984A		# type: r, inner shell line
233915	Cu 6                12.3245A		# type: r, inner shell line
233916	Cu 7                12.1553A		# type: r, inner shell line
